Transaction_ID,User_ID,Date,Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Age,Card_Type,Fraud_Label
D7550422-EB8,USER_6515,2025-06-23 09:57:53,875.15,ATM,9841.16,Mobile,Toronto,Food & Beverage,0,30,27,Amex,1
C6775287-CD8,USER_4375,2025-12-02 12:19:57,11.18,Online,91757.82,Laptop,London,Retail,0,6,31,Visa,0
ACE79FD5-1AF,USER_4176,2026-05-14 13:53:20,53.26,POS,65540.2,Tablet,London,Travel,0,1,97,Mastercard,0
A047E377-240,USER_8961,2026-06-12 17:46:19,156.11,ATM,71332.23,Laptop,Paris,Retail,0,7,80,Mastercard,0
C8E510C5-2DD,USER_7570,2026-04-25 10:31:11,137.18,ATM,8287.83,Laptop,Toronto,Finance,1,2,52,Amex,0
2B8B57AB-9DF,USER_1574,2026-03-25 16:57:59,153.8,ATM,82926.23,Mobile,Singapore,Retail,0,13,76,Visa,0
3D941B6A-39E,USER_4736,2025-07-08 05:38:36,23.91,POS,10063.89,Laptop,Toronto,Finance,0,5,67,Discover,0
3402D49E-51F,USER_5809,2026-06-18 12:38:50,599.98,POS,53374.13,Mobile,Toronto,Food & Beverage,0,3,37,Discover,0
2D754D1D-C24,USER_6983,2026-04-14 13:19:24,58.01,Online,51464.84,Mobile,London,Healthcare,0,4,81,Discover,0
192D77F5-A65,USER_8295,2026-06-01 21:56:33,80.12,Wire Transfer,60168.7,Mobile,London,Healthcare,0,5,35,Discover,0
F636A4D5-418,USER_9305,2025-10-23 21:15:22,20.58,ATM,70955.11,Laptop,Tokyo,Electronics,0,12,62,Discover,0
F61B1E14-C4F,USER_6661,2025-08-24 18:35:04,7930.94,Wire Transfer,14323.65,Mobile,New York,Utilities,1,40,2,Visa,1
66F67516-AF1,USER_3025,2025-09-20 00:25:32,61.99,Mobile,94705.58,Mobile,Dubai,Finance,0,14,22,Mastercard,0
EAF26CF8-FF4,USER_2824,2026-04-16 10:49:10,231.86,POS,16761.78,Mobile,Singapore,Utilities,0,13,18,Mastercard,0
DB4C15F8-FEB,USER_1652,2026-01-18 07:36:11,252.45,Online,15510.36,Laptop,Dubai,Healthcare,0,8,57,Discover,0
5B4D6534-0C8,USER_7455,2026-06-08 18:10:22,31.75,Wire Transfer,79522.8,Mobile,Sydney,Entertainment,0,1,1,Discover,0
6F0F9B93-F25,USER_4256,2025-09-14 11:20:09,172.75,Wire Transfer,39153.36,Mobile,Berlin,Travel,0,11,60,Visa,0
DA4F3B01-F83,USER_3231,2025-07-30 07:33:45,94.07,Online,50339.01,Desktop,Dubai,Electronics,0,7,117,Amex,0
B2058B2F-89B,USER_7106,2025-12-28 13:11:09,9.05,POS,14543.61,Mobile,Sydney,Utilities,1,14,92,Discover,0
544F9153-3BA,USER_7298,2026-03-06 14:28:20,37.44,Online,651.04,Mobile,Berlin,Electronics,0,11,11,Mastercard,0
45BDF256-819,USER_5089,2026-04-14 05:35:40,68.75,ATM,70626.31,Mobile,Sydney,Retail,0,5,66,Mastercard,0
F9114716-6FF,USER_4195,2025-09-16 01:20:49,270.61,Online,57395.09,Laptop,Tokyo,Retail,0,13,119,Amex,0
09ECC179-24D,USER_9312,2025-10-15 16:03:35,90.06,Online,16369.48,Mobile,Sydney,Retail,0,5,114,Amex,0
F4E7FE08-096,USER_3928,2025-09-16 09:45:51,38.61,Online,41311.3,Mobile,Tokyo,Food & Beverage,0,3,64,Mastercard,0
75F0086A-ECC,USER_6267,2025-11-13 22:35:33,106.79,Online,67341.95,Laptop,Tokyo,Electronics,0,14,93,Discover,0
84715B6F-AFD,USER_9641,2026-05-31 08:38:28,212.07,Online,84294.55,Laptop,Mumbai,Entertainment,0,2,2,Mastercard,0
FD310E92-73A,USER_9690,2025-12-11 03:12:38,86.7,POS,47525.32,Mobile,New York,Finance,0,8,80,Discover,0
F1BB36DA-F12,USER_6270,2025-11-03 13:27:14,100.0,Mobile,524.27,Desktop,Mumbai,Finance,0,24,2,Discover,1
F21759DD-054,USER_9328,2025-12-09 20:15:12,825.74,Online,61229.44,Mobile,Sydney,Electronics,0,4,97,Mastercard,0
1993A45D-B2B,USER_3177,2025-11-07 13:40:50,315.14,Wire Transfer,57192.66,Mobile,London,Electronics,0,9,104,Amex,0
EBB23D86-0E4,USER_5319,2026-01-16 02:52:42,170.29,Online,19352.66,Mobile,Sydney,Electronics,0,13,60,Mastercard,0
E8A5CE02-E49,USER_8116,2025-07-14 21:10:06,136.38,Mobile,95240.21,Mobile,Toronto,Food & Beverage,0,3,109,Mastercard,0
14271A08-3DE,USER_3397,2026-04-15 17:19:16,75.3,POS,14239.27,Laptop,Berlin,Utilities,0,7,8,Visa,0
FE35CA5F-32D,USER_8739,2025-11-29 17:41:50,45.61,ATM,15021.21,Desktop,Tokyo,Utilities,0,11,107,Discover,0
DEF2774E-9E9,USER_2433,2025-08-29 21:28:31,29.57,ATM,57040.92,Mobile,New York,Travel,0,14,83,Visa,0
816065B7-C2E,USER_6504,2025-10-23 19:40:43,24.46,Online,48015.69,Mobile,Mumbai,Food & Beverage,0,9,90,Discover,0
3E651E5E-903,USER_6807,2026-03-21 10:03:40,13.27,Online,71625.35,Mobile,Paris,Healthcare,0,8,96,Visa,0
28D8CE5F-51A,USER_5800,2025-12-01 15:33:57,68.42,ATM,62064.16,Laptop,New York,Entertainment,0,2,46,Amex,0
F8C89A51-670,USER_6626,2025-10-30 21:27:20,82.98,Online,39071.31,Mobile,Dubai,Healthcare,0,14,63,Amex,0
C827A63E-BEA,USER_2681,2025-07-20 06:00:39,37.85,Online,31113.24,Laptop,Berlin,Entertainment,0,11,78,Visa,0
BD8B0091-4EB,USER_3443,2025-07-06 06:14:11,77.86,Online,36136.81,Laptop,Dubai,Healthcare,0,3,87,Discover,0
95314746-E7B,USER_9784,2025-11-13 20:49:15,320.29,Online,15023.41,Mobile,Sydney,Food & Beverage,0,22,14,Mastercard,1
04A7D240-4F8,USER_8905,2025-10-16 10:41:55,96.83,Mobile,74556.17,Laptop,Mumbai,Food & Beverage,0,4,43,Discover,0
FE1C62F0-C98,USER_3915,2026-03-25 18:32:22,106.69,Online,90198.44,Laptop,Dubai,Entertainment,0,10,114,Mastercard,0
25710464-8FD,USER_5457,2025-07-13 02:03:21,59.28,ATM,13923.82,Mobile,Singapore,Healthcare,0,1,17,Amex,0
2A8A9854-FEF,USER_1790,2026-01-19 13:21:27,63.01,Wire Transfer,8638.76,Mobile,Toronto,Finance,0,13,103,Visa,0
B8C06F25-D79,USER_7450,2025-09-05 08:43:12,40.93,POS,3957.63,Tablet,Sydney,Entertainment,0,12,58,Mastercard,0
B7F38AB2-4F6,USER_5375,2026-05-04 18:56:42,29.21,Mobile,59286.77,Mobile,Sydney,Utilities,0,2,19,Mastercard,0
E4D709BA-8F3,USER_8671,2025-09-25 09:35:48,244.38,POS,83287.7,Mobile,London,Retail,0,6,41,Mastercard,0
E3EE82B5-712,USER_7428,2026-01-13 02:45:59,288.78,POS,17603.84,Tablet,Toronto,Travel,0,6,25,Discover,0
1CE1DA9E-A37,USER_9310,2025-09-28 11:31:52,61.57,Wire Transfer,15746.94,Mobile,London,Healthcare,0,13,57,Mastercard,0
83D13A42-1D8,USER_2399,2025-10-19 02:54:24,108.99,ATM,238.61,Laptop,Tokyo,Electronics,1,48,29,Mastercard,1
2056BD26-811,USER_4738,2025-09-10 01:32:11,74.83,Online,18046.4,Mobile,Dubai,Retail,0,5,3,Discover,0
426BA94A-2C9,USER_5976,2026-06-12 10:36:51,105.3,Online,71939.99,Tablet,Mumbai,Entertainment,0,10,85,Visa,0
CBEE1F67-7B7,USER_4797,2025-12-23 08:17:49,123.02,Wire Transfer,13602.85,Laptop,Dubai,Finance,0,3,3,Mastercard,0
D285BD9A-F1E,USER_8387,2025-12-28 17:21:58,198.23,Online,56057.3,Mobile,London,Food & Beverage,0,14,74,Amex,0
46BC2B24-891,USER_9612,2026-02-07 15:12:29,339.16,ATM,78070.51,Mobile,Dubai,Food & Beverage,0,14,70,Amex,0
0CBF5A94-D6F,USER_4203,2025-10-14 13:23:14,30.08,POS,93607.05,Laptop,Paris,Utilities,0,2,43,Mastercard,0
ED7B2C3D-AD4,USER_2502,2025-11-20 01:10:02,320.29,Mobile,90397.87,Tablet,Sydney,Healthcare,0,6,106,Amex,0
2D6F1FAC-35E,USER_4684,2026-05-28 11:15:17,84.7,POS,64987.53,Mobile,London,Healthcare,0,4,39,Discover,0
69E2DBDC-2AF,USER_6709,2025-11-28 12:01:06,94.53,POS,19396.63,Desktop,New York,Utilities,0,10,36,Visa,0
7C501CE7-0EF,USER_8829,2025-08-07 15:56:38,105.55,ATM,80242.32,Laptop,Paris,Travel,0,12,70,Discover,0
54F8FEAA-38C,USER_5357,2026-02-17 18:53:06,171.45,Online,27216.24,Laptop,Berlin,Finance,0,12,109,Mastercard,0
D318DE36-282,USER_1760,2025-08-14 13:00:36,12.98,Mobile,48638.47,Laptop,Paris,Food & Beverage,0,14,110,Visa,0
F6EF125E-4B2,USER_8818,2026-01-25 21:08:25,230.94,Mobile,77186.25,Mobile,New York,Utilities,0,3,55,Mastercard,0
1605F875-A5D,USER_7404,2026-01-26 13:02:57,39.74,POS,17321.3,Mobile,Berlin,Travel,0,1,70,Mastercard,0
BA7988C6-3F7,USER_9336,2026-02-28 10:28:36,146.83,Online,16565.98,Mobile,Sydney,Travel,0,11,75,Discover,0
C7461D97-1B6,USER_3042,2026-04-09 14:03:51,100.0,Online,12635.14,Mobile,Dubai,Finance,0,35,2,Discover,1
A339123F-B95,USER_4339,2025-10-15 04:35:19,139.65,Online,6653.58,Desktop,Paris,Utilities,1,13,117,Amex,0
742BA101-897,USER_4259,2026-03-08 03:50:57,34.18,Online,88855.59,Laptop,Dubai,Finance,0,4,102,Amex,0
AD1A4E9D-929,USER_1811,2025-11-10 20:24:33,53.62,ATM,79659.77,Mobile,Berlin,Finance,1,11,8,Amex,0
C5512127-743,USER_4718,2025-11-19 19:00:53,25.17,POS,67854.9,Tablet,Tokyo,Electronics,0,13,108,Mastercard,0
9F48DE8F-5A3,USER_1448,2025-08-19 10:14:51,69.5,POS,2242.12,Mobile,Tokyo,Healthcare,0,9,97,Amex,0
42A658C8-73D,USER_8641,2025-06-25 20:29:10,57.26,ATM,34947.1,Tablet,New York,Retail,0,2,92,Amex,0
3EB3D0BA-88A,USER_3756,2026-06-03 08:47:51,211.35,Mobile,52131.96,Mobile,Dubai,Utilities,0,2,82,Mastercard,0
D5AE485A-A97,USER_5980,2026-02-23 21:48:42,335.62,ATM,92348.71,Mobile,Tokyo,Finance,0,13,73,Discover,0
9B79E036-459,USER_9551,2025-10-11 07:08:26,103.82,Online,13896.6,Laptop,Paris,Travel,0,6,111,Mastercard,0
A71A3B9E-4BC,USER_8507,2025-08-29 03:29:57,34.53,Online,26519.71,Mobile,Toronto,Food & Beverage,0,9,88,Visa,0
C130B8DB-593,USER_8287,2025-07-20 21:11:10,317.33,POS,25406.5,Mobile,New York,Finance,1,5,100,Mastercard,0
3F696A6D-A94,USER_7101,2026-04-16 07:02:46,34.71,ATM,92837.61,Laptop,Paris,Entertainment,0,8,37,Mastercard,0
9B777AA6-F93,USER_4273,2026-06-11 18:23:17,94.02,ATM,37374.33,Desktop,Sydney,Electronics,0,2,3,Visa,0
B244A4DC-B8B,USER_1676,2026-02-28 05:39:47,337.82,POS,41753.78,Desktop,Sydney,Travel,0,3,99,Discover,0
4B4ECEA4-7E7,USER_8184,2025-09-24 15:50:06,109.49,POS,49997.76,Laptop,Sydney,Food & Beverage,0,11,57,Amex,0
7AE222B4-A9C,USER_4338,2025-10-05 21:41:53,227.69,Online,63682.01,Mobile,Mumbai,Healthcare,0,6,2,Discover,0
77B57E90-E1D,USER_3564,2026-05-05 22:32:04,36.31,Online,1368.56,Mobile,London,Utilities,1,14,36,Visa,0
E713545F-4D3,USER_3256,2026-04-03 15:00:40,133.84,POS,60660.16,Laptop,Tokyo,Retail,0,4,13,Mastercard,0
CB0A02B9-679,USER_8780,2025-11-17 09:22:28,726.36,Online,34189.08,Mobile,Tokyo,Travel,0,8,48,Amex,0
ED95C865-006,USER_9015,2025-08-14 02:24:35,132.45,POS,66941.67,Laptop,Mumbai,Healthcare,0,3,47,Mastercard,0
83E298CE-BD7,USER_4920,2025-07-09 22:57:31,210.21,Online,9425.86,Mobile,Dubai,Entertainment,0,3,69,Visa,0
86E117E0-CF2,USER_3697,2026-02-15 11:04:17,100.05,POS,13623.6,Laptop,New York,Travel,0,14,22,Mastercard,0
B9E48C7E-832,USER_4304,2026-02-18 14:03:13,55.7,POS,39784.01,Laptop,London,Utilities,0,6,86,Visa,0
7589BF9F-053,USER_6652,2026-06-19 10:47:29,126.08,Online,74409.07,Mobile,Tokyo,Travel,0,7,64,Mastercard,0
B823B1FB-277,USER_6036,2026-06-16 09:57:55,60.7,Online,59026.13,Laptop,Mumbai,Finance,0,10,55,Discover,0
5CDCC639-128,USER_9171,2026-05-24 02:01:10,106.07,POS,65063.04,Laptop,Dubai,Travel,1,12,104,Mastercard,0
CD623183-D84,USER_7331,2025-07-10 21:16:37,29.96,Online,98583.56,Desktop,Mumbai,Retail,0,1,109,Visa,0
76510F98-7B9,USER_1072,2026-02-01 05:44:03,47.82,Online,81981.08,Mobile,Sydney,Retail,0,8,9,Discover,0
FEA78700-77C,USER_1613,2026-03-24 18:22:16,2316.01,POS,8254.11,Tablet,Toronto,Food & Beverage,0,5,17,Mastercard,1
9C6B652E-826,USER_8739,2025-06-29 19:37:52,38.64,ATM,26474.74,Mobile,London,Travel,0,11,21,Mastercard,0
0DA2CB6C-7CE,USER_8097,2026-06-08 15:23:37,48.9,POS,38906.2,Laptop,Dubai,Electronics,0,13,18,Discover,0
C125AEB0-18A,USER_2234,2025-12-24 07:13:00,128.04,Mobile,86539.04,Mobile,New York,Finance,0,5,41,Discover,0
2A8B9C00-EC1,USER_7241,2025-12-15 08:33:53,20.16,POS,27219.11,Mobile,Toronto,Entertainment,1,11,55,Amex,0
FC5FFBEE-DDE,USER_7741,2025-09-09 14:11:22,42.08,Online,80325.06,Laptop,Singapore,Utilities,0,12,13,Discover,0
81B2279B-BBE,USER_6838,2026-01-26 01:12:14,111.05,Online,51393.11,Mobile,Mumbai,Retail,0,4,76,Visa,0
90B2D052-363,USER_5525,2026-04-05 15:49:40,157.34,Online,82519.1,Desktop,New York,Healthcare,0,1,7,Visa,0
B80151E8-A37,USER_6854,2026-03-25 00:32:20,82.72,POS,38624.86,Tablet,Dubai,Food & Beverage,0,13,40,Mastercard,0
CDCC7483-F0A,USER_3591,2025-12-15 19:28:01,108.07,Online,74103.17,Mobile,New York,Utilities,0,5,21,Mastercard,0
51D43B0E-0F1,USER_2992,2026-06-06 02:27:08,87.78,ATM,8240.12,Desktop,Paris,Retail,0,1,26,Visa,0
9AAB7837-ACD,USER_8000,2026-02-18 17:24:15,199.27,Mobile,31861.0,Mobile,Paris,Utilities,1,3,29,Visa,0
EE8B91D0-C3C,USER_9212,2026-05-10 19:01:31,30.04,POS,14507.44,Laptop,Berlin,Electronics,0,7,13,Visa,0
C632793A-628,USER_3159,2025-08-05 19:58:56,35.63,ATM,55645.54,Mobile,Toronto,Food & Beverage,0,1,78,Mastercard,0
11F8B200-774,USER_8694,2025-07-12 13:42:36,624.13,Online,40560.92,Tablet,Dubai,Retail,0,12,83,Amex,0
C766C834-ACE,USER_1343,2025-06-30 22:05:33,113.52,Online,36393.18,Mobile,Dubai,Healthcare,0,14,42,Amex,0
F91428F0-955,USER_3275,2026-04-13 23:26:19,346.31,Wire Transfer,51282.39,Mobile,Dubai,Electronics,0,11,30,Mastercard,0
0B5B18E3-E70,USER_2805,2025-09-17 05:51:12,76.34,Online,21729.92,Desktop,Dubai,Utilities,0,7,70,Visa,0
3DA5A6C7-C5F,USER_5970,2025-08-31 11:40:17,52.12,POS,24008.79,Mobile,Dubai,Healthcare,0,5,22,Visa,0
8BDF7D4D-107,USER_5880,2026-02-02 01:32:07,56.72,POS,38785.64,Tablet,New York,Electronics,0,11,3,Discover,0
95322ABF-440,USER_1355,2026-01-01 14:03:06,38.25,ATM,58834.55,Mobile,Mumbai,Travel,0,1,11,Visa,0
621BD3FD-D92,USER_4875,2026-05-13 23:49:58,724.24,POS,81396.04,Desktop,Dubai,Finance,1,13,112,Mastercard,0
6E39D385-35C,USER_5187,2025-12-01 14:49:08,160.52,Wire Transfer,10229.19,Laptop,Tokyo,Retail,0,10,1,Visa,0
BE0330FC-43A,USER_3564,2026-01-22 20:41:43,135.63,Online,16846.99,Mobile,Paris,Electronics,0,8,118,Discover,0
FC258271-45A,USER_4277,2025-12-30 01:20:50,246.66,POS,5045.68,Mobile,Singapore,Travel,0,11,29,Discover,0
8DD66C93-6AC,USER_7539,2026-02-27 20:20:19,256.64,Mobile,4236.46,Mobile,New York,Electronics,0,2,27,Visa,0
C4EEAFF0-709,USER_4892,2026-04-14 04:47:30,52.23,ATM,96831.74,Tablet,Toronto,Retail,0,13,51,Visa,0
B7AFDB05-23E,USER_9041,2026-01-18 05:45:27,54.36,ATM,11468.17,Tablet,Berlin,Utilities,0,12,100,Amex,0
ECA1995A-632,USER_9584,2025-07-18 06:15:53,438.51,POS,59282.74,Desktop,Berlin,Electronics,0,6,51,Amex,0
79160E3C-096,USER_6804,2025-11-27 16:42:55,562.67,POS,83825.96,Mobile,Paris,Food & Beverage,0,4,84,Visa,0
23891A49-C4E,USER_6446,2026-01-22 12:45:55,121.05,POS,15522.08,Tablet,Berlin,Finance,0,11,19,Mastercard,0
74D09E25-ECB,USER_4953,2026-03-04 20:05:15,221.09,POS,73057.95,Laptop,Berlin,Travel,0,12,98,Amex,0
98256E6A-911,USER_6037,2025-10-08 14:46:09,69.22,Wire Transfer,21774.69,Mobile,Sydney,Travel,0,4,101,Mastercard,0
612429E1-119,USER_6479,2026-05-17 09:12:47,87.18,ATM,1135.15,Mobile,Singapore,Entertainment,0,1,104,Visa,0
F3F86820-A93,USER_6637,2026-06-10 03:33:31,125.73,Online,41283.47,Laptop,Toronto,Food & Beverage,0,11,10,Visa,0
1FF97478-A1B,USER_2138,2025-10-12 04:50:31,110.41,Wire Transfer,45844.2,Mobile,Sydney,Travel,1,10,99,Mastercard,0
700663D2-9E7,USER_3625,2026-03-08 23:45:05,253.61,ATM,11489.09,Mobile,Singapore,Travel,0,6,119,Mastercard,0
9C162738-8F3,USER_1897,2026-02-18 11:40:46,82.94,Online,46065.79,Laptop,Dubai,Retail,0,10,26,Amex,0
51D59B72-FDA,USER_9401,2026-03-23 13:31:00,119.17,POS,89013.69,Mobile,London,Travel,0,5,48,Visa,0
E30139B8-6CD,USER_5119,2026-03-25 03:16:28,10.45,Mobile,15857.9,Laptop,Singapore,Entertainment,0,9,102,Discover,0
0800AE4E-94B,USER_3813,2026-02-07 20:07:29,259.16,Wire Transfer,91570.16,Mobile,Berlin,Entertainment,0,1,18,Discover,0
F4E28457-4AA,USER_3752,2026-06-18 03:00:51,151.08,POS,2279.53,Desktop,London,Healthcare,0,4,78,Mastercard,0
ECB6C239-E17,USER_7925,2025-12-21 06:21:46,399.42,Online,96065.51,Mobile,Berlin,Food & Beverage,0,11,9,Discover,0
4A84C61F-1F5,USER_1328,2026-02-09 04:59:04,177.85,ATM,52626.4,Mobile,New York,Utilities,0,4,83,Mastercard,0
7C388F64-A2C,USER_3363,2026-05-06 08:13:06,24.95,Wire Transfer,27718.38,Desktop,New York,Food & Beverage,0,6,38,Visa,0
2BFA1F9A-47E,USER_4405,2026-01-09 01:31:28,67.66,Online,35023.22,Mobile,Tokyo,Retail,0,14,75,Visa,0
C287266B-942,USER_8694,2025-09-24 06:09:59,139.1,ATM,28205.44,Mobile,Dubai,Travel,0,10,29,Discover,0
CB783E2E-D79,USER_7382,2026-01-31 16:53:05,456.62,POS,17341.84,Laptop,Toronto,Healthcare,0,12,22,Discover,0
AFD8E095-CB4,USER_1339,2026-04-29 23:46:04,100.15,Online,90319.98,Mobile,Paris,Travel,0,14,73,Discover,0
DECE7B47-046,USER_9691,2025-07-28 03:15:56,56.65,Online,33724.17,Tablet,Berlin,Healthcare,0,8,91,Amex,0
5DAE20A2-5F8,USER_2259,2025-11-24 05:25:42,325.65,Mobile,7759.31,Tablet,Singapore,Retail,0,6,12,Mastercard,0
83B82B56-D89,USER_9921,2025-10-11 15:41:41,194.78,Online,52283.06,Mobile,Sydney,Travel,0,6,93,Visa,0
573EB195-B1D,USER_3869,2025-07-08 17:27:23,278.16,Online,34129.77,Laptop,New York,Travel,0,6,66,Visa,0
FAFF4051-CE5,USER_6943,2025-10-03 08:03:24,344.1,Online,8587.27,Mobile,London,Healthcare,0,4,16,Amex,0
FC3812C9-752,USER_2416,2026-03-19 03:12:01,48.34,Mobile,88923.28,Laptop,Toronto,Healthcare,0,6,95,Mastercard,0
ED7C4ADC-414,USER_6712,2025-12-19 05:13:30,28.36,Online,3712.53,Laptop,Toronto,Utilities,0,14,109,Discover,0
B7F64316-BCF,USER_1227,2026-01-07 08:39:17,732.98,Online,51190.42,Laptop,New York,Electronics,0,13,5,Visa,0
E1176A94-BD9,USER_9500,2025-10-05 10:27:41,8904.04,Mobile,7078.09,Mobile,Singapore,Entertainment,0,44,12,Mastercard,1
B726DB6E-92A,USER_2917,2026-01-07 14:51:59,186.04,POS,45875.92,Laptop,Toronto,Travel,0,6,61,Visa,0
CE40986B-57E,USER_7516,2025-07-27 00:51:16,123.51,ATM,51824.23,Mobile,Singapore,Entertainment,0,8,60,Mastercard,0
CD961C15-F22,USER_7741,2025-11-26 05:33:19,223.75,Online,29970.75,Laptop,Dubai,Entertainment,0,4,101,Mastercard,0
67DBBA4E-722,USER_9965,2025-07-18 12:17:26,77.03,POS,12925.89,Mobile,London,Travel,0,4,118,Visa,0
30E582B5-0D4,USER_9677,2025-08-24 13:36:35,88.42,Online,91156.49,Tablet,Dubai,Electronics,0,14,31,Mastercard,0
C3C110FC-541,USER_6067,2025-09-17 08:03:03,982.8,Wire Transfer,640.18,Laptop,Paris,Utilities,0,24,5,Visa,1
CF022F30-823,USER_1109,2026-02-19 01:06:15,128.15,Online,95244.23,Desktop,Berlin,Electronics,0,12,12,Discover,0
8E350B40-35B,USER_5235,2025-12-28 21:30:58,201.25,POS,10210.74,Tablet,Sydney,Food & Beverage,0,13,7,Mastercard,0
323B5D27-DF7,USER_4824,2025-09-03 05:12:55,79.34,Wire Transfer,7236.94,Mobile,Sydney,Food & Beverage,0,5,73,Amex,0
CC4A2B6C-E97,USER_4040,2025-07-30 09:37:07,101.35,ATM,95299.76,Mobile,Mumbai,Utilities,0,7,11,Discover,0
A0A014B1-093,USER_3056,2026-04-04 14:52:39,55.63,ATM,14197.88,Mobile,Singapore,Finance,0,1,58,Mastercard,0
45BD240B-A91,USER_5676,2026-04-06 13:40:52,169.71,Online,5018.24,Mobile,Sydney,Retail,0,39,25,Mastercard,1
90FA490C-AB7,USER_7064,2026-04-06 14:44:25,196.51,ATM,43402.85,Mobile,Toronto,Utilities,0,6,86,Amex,0
0CF91CA0-EA8,USER_9726,2025-08-14 23:06:04,133.68,Online,41024.14,Laptop,London,Utilities,0,7,49,Amex,0
3BD861AC-40A,USER_4418,2026-04-14 16:26:45,116.76,POS,37015.44,Desktop,London,Entertainment,0,2,78,Mastercard,0
6CCFDFB4-CBA,USER_1765,2026-05-04 06:24:10,1566.54,Wire Transfer,16352.8,Mobile,Sydney,Retail,1,19,13,Mastercard,1
1FEDB64A-570,USER_6605,2025-10-02 16:39:25,117.65,Wire Transfer,4908.83,Mobile,Singapore,Healthcare,0,4,81,Visa,0
4926D598-68C,USER_5855,2025-09-12 06:09:07,1760.1,ATM,3881.6,Mobile,Toronto,Retail,1,44,24,Discover,1
2BDE6D09-E96,USER_6254,2026-03-18 22:55:57,85.32,ATM,37805.44,Mobile,Sydney,Healthcare,0,12,109,Discover,0
9C2906DD-0F4,USER_6967,2026-04-09 22:07:21,217.24,Online,6322.58,Mobile,Berlin,Retail,0,3,51,Discover,0
0D062C7B-C91,USER_3149,2025-09-19 10:34:28,77.54,Online,21488.88,Mobile,Sydney,Utilities,0,7,26,Discover,0
C5C26AD5-D71,USER_7541,2025-10-16 02:06:19,19.06,Online,41329.18,Mobile,London,Food & Beverage,0,8,99,Visa,0
61ACDB58-928,USER_7801,2026-03-06 13:43:52,174.1,POS,81599.73,Tablet,Tokyo,Retail,0,3,27,Discover,0
1853ABD7-47D,USER_1845,2025-10-13 20:43:39,186.6,Mobile,25380.44,Tablet,Sydney,Food & Beverage,0,11,13,Visa,0
6BF97853-09F,USER_6050,2026-05-04 00:43:29,65.54,Online,27099.67,Laptop,Mumbai,Utilities,0,2,47,Amex,0
1C50BEB3-5D2,USER_4045,2025-09-07 21:32:37,23.59,Online,65322.71,Laptop,Sydney,Healthcare,0,7,58,Mastercard,0
DA812D91-646,USER_9943,2026-03-04 20:19:18,89.48,ATM,21434.97,Tablet,New York,Finance,0,4,91,Mastercard,0
CA79A366-584,USER_2905,2026-05-03 02:30:27,141.68,POS,13098.55,Mobile,Paris,Travel,0,12,93,Discover,0
9D5330B1-BC5,USER_1303,2026-03-11 23:48:17,90.99,Wire Transfer,79844.57,Desktop,Dubai,Travel,0,9,84,Mastercard,0
12CE01EB-5E0,USER_5049,2025-09-29 07:30:57,565.92,Wire Transfer,12883.95,Desktop,Mumbai,Food & Beverage,0,27,3,Amex,1
C06B7990-358,USER_8486,2026-01-31 01:10:32,727.87,Online,48280.25,Laptop,London,Electronics,0,11,68,Mastercard,0
6EED2B0F-210,USER_2620,2026-05-15 02:41:42,65.09,POS,74983.81,Laptop,Sydney,Utilities,0,4,56,Amex,0
0FF9F869-417,USER_6161,2026-02-02 08:22:09,60.27,ATM,89094.68,Desktop,New York,Healthcare,0,4,20,Amex,0
5C9482E1-CCA,USER_9626,2025-11-21 09:33:04,42.08,Online,9084.32,Mobile,Paris,Electronics,0,10,47,Amex,0
0F382B88-BC8,USER_3459,2025-10-18 21:25:11,9.13,Online,52650.32,Mobile,Paris,Entertainment,0,12,12,Amex,0
8F789BF2-39D,USER_2851,2025-11-15 10:39:24,12.56,Online,78874.7,Mobile,Paris,Retail,0,6,42,Mastercard,0
B1382671-A5C,USER_6612,2026-04-22 12:11:38,393.65,POS,50802.53,Mobile,Sydney,Travel,0,13,16,Amex,0
8A4ED672-570,USER_4673,2025-07-29 17:35:05,179.34,POS,21175.57,Laptop,Toronto,Electronics,0,7,15,Mastercard,0
A095E684-3AF,USER_9278,2026-06-20 18:46:25,27.18,Online,33078.29,Mobile,Berlin,Healthcare,0,2,5,Mastercard,0
07685E42-54C,USER_8294,2026-02-19 13:13:06,68.72,ATM,57979.94,Laptop,Dubai,Travel,0,10,84,Mastercard,0
6B518718-33A,USER_1977,2026-01-15 16:02:08,135.94,Mobile,81829.35,Laptop,Tokyo,Entertainment,0,10,19,Discover,0
80FF9897-203,USER_6507,2026-06-19 08:22:47,85.75,POS,22447.28,Mobile,New York,Finance,0,11,47,Visa,0
5380FDC7-8D3,USER_7988,2025-08-25 18:24:02,42.0,POS,6805.06,Mobile,Mumbai,Travel,0,13,49,Mastercard,0
C64BE9A9-41F,USER_5744,2025-09-23 03:36:53,192.81,Online,49758.18,Laptop,Mumbai,Entertainment,0,3,73,Amex,0
F77B5D35-6EB,USER_4912,2026-05-23 10:37:23,54.17,Online,71155.77,Tablet,Mumbai,Entertainment,0,9,100,Amex,0
C2E01166-FBE,USER_4170,2026-02-07 03:40:52,30.7,POS,85744.13,Laptop,Singapore,Food & Beverage,0,10,117,Visa,0
